participant.code,participant.label,player.treatment,player.explosion,player.pumps,player.tentation,player.tentation_limite,player.tentation_tirage,player.tentation_appliquee,player.payoff,subsession.round_number,subsession.subsession_type,session.code,session.label,CSP,can,type,gender,age
1gf1pwiw,4823.0,4,38,35,1,35,NA,0,5.25,10,0,o4z5lkvb,rfa1,2,0,1,2,31
qovq4l1m,4837.0,0,5,37,NA,NA,NA,0,0,10,0,o4z5lkvb,rfa1,1,0,1,1,36
hlct6535,4845.0,4,16,8,0,NA,NA,0,1.2,10,0,o4z5lkvb,rfa1,5,0,1,2,24
t3pgkhsd,4847.0,0,24,15,NA,NA,NA,0,2.25,10,0,o4z5lkvb,rfa1,3,0,1,2,69
euesoss5,4850.0,4,13,31,1,40,NA,1,0,10,0,o4z5lkvb,rfa1,1,0,1,1,28
pyw45hxr,4871.0,4,61,49,1,40,NA,0,7.35,10,0,o4z5lkvb,rfa1,2,1,1,2,34
yrav7dz0,4868.0,0,25,1,NA,NA,NA,0,0.15,10,0,o4z5lkvb,rfa1,2,1,1,1,51
zyjjopu3,4885.0,4,10,20,1,5,NA,0,0,10,0,o4z5lkvb,rfa1,1,0,1,2,24
cr41tifb,4883.0,0,55,25,NA,NA,NA,0,3.75,10,0,o4z5lkvb,rfa1,2,1,1,1,34
zio1k3xs,4913.0,0,40,20,NA,NA,NA,0,3,10,0,o4z5lkvb,rfa1,1,0,1,1,44
hl8tcoey,4918.0,4,2,21,1,21,NA,1,0,10,0,o4z5lkvb,rfa1,1,0,1,2,55
ixpew27k,4912.0,0,12,57,NA,NA,NA,0,0,10,0,o4z5lkvb,rfa1,3,0,1,1,69
8hsxzy5a,4929.0,0,64,4,NA,NA,NA,0,0.6,10,0,o4z5lkvb,rfa1,1,1,1,1,51
56witzuw,4946.0,4,10,25,1,6,NA,0,0,10,0,o4z5lkvb,rfa1,3,0,1,2,66
zyqed6cm,4956.0,0,37,20,NA,NA,NA,0,3,10,0,o4z5lkvb,rfa1,2,0,1,1,51
pa0ja0ob,4958.0,0,21,30,NA,NA,NA,0,0,10,0,o4z5lkvb,rfa1,3,0,1,2,80
4wxm6e4f,4964.0,0,20,24,NA,NA,NA,0,0,10,0,o4z5lkvb,rfa1,3,0,1,2,75
cpar8i23,4988.0,4,10,46,0,NA,NA,0,0,10,0,o4z5lkvb,rfa1,1,0,1,2,29
03mz45d1,4990.0,0,20,20,NA,NA,NA,0,3,10,0,o4z5lkvb,rfa1,2,2,1,1,77
org79hb7,5019.0,4,62,6,1,14,NA,0,0.9,10,0,o4z5lkvb,rfa1,2,0,1,1,52
q5zvw87w,5026.0,0,63,47,NA,NA,NA,0,7.05,10,0,o4z5lkvb,rfa1,1,0,1,1,49
o62q5nmh,5015.0,4,3,11,0,NA,NA,0,0,10,0,o4z5lkvb,rfa1,2,0,1,1,38
jdzdd46p,5023.0,0,15,25,NA,NA,NA,0,0,10,0,o4z5lkvb,rfa1,2,1,1,1,60
9l345cxf,5035.0,0,36,8,NA,NA,NA,0,1.2,10,0,o4z5lkvb,rfa1,1,0,1,2,53
vq6dn92f,5046.0,4,47,42,0,NA,NA,0,6.3,10,0,o4z5lkvb,rfa1,1,0,1,1,40
oip80yqf,5054.0,4,20,16,0,NA,NA,0,2.4,10,0,o4z5lkvb,rfa1,3,0,1,2,70
ijz0ugdt,5065.0,0,29,38,NA,NA,NA,0,0,10,0,o4z5lkvb,rfa1,1,1,1,1,55
390vieu7,5064.0,0,50,10,NA,NA,NA,0,1.5,10,0,o4z5lkvb,rfa1,2,0,1,2,32
amx7isgn,5069.0,4,22,12,0,NA,NA,0,1.8,10,0,o4z5lkvb,rfa1,1,0,1,2,46
eypa2nj3,5075.0,0,54,24,NA,NA,NA,0,3.6,10,0,o4z5lkvb,rfa1,2,0,1,1,24
3uhm0tky,5087.0,4,31,10,1,45,NA,0,1.5,10,0,o4z5lkvb,rfa1,1,0,1,1,52
utx9a55x,5091.0,0,27,47,NA,NA,NA,0,0,10,0,o4z5lkvb,rfa1,2,0,1,1,24
5j9443p4,5103.0,4,23,16,1,30,NA,0,2.4,10,0,o4z5lkvb,rfa1,2,0,1,1,45
w8drzjmt,5113.0,0,41,20,NA,NA,NA,0,3,10,0,o4z5lkvb,rfa1,1,0,1,1,40
v6qcmb80,5120.0,4,22,15,0,NA,NA,0,2.25,10,0,o4z5lkvb,rfa1,3,0,1,2,70
a0tefuvk,5115.0,0,37,35,NA,NA,NA,0,5.25,10,0,o4z5lkvb,rfa1,2,0,1,1,40
5etwwfq1,5132.0,0,54,20,NA,NA,NA,0,3,10,0,o4z5lkvb,rfa1,2,0,1,1,43
qvfwoamv,5141.0,4,19,10,0,NA,NA,0,1.5,10,0,o4z5lkvb,rfa1,1,0,1,1,38
x9075xxa,5149.0,0,61,15,NA,NA,NA,0,2.25,10,0,o4z5lkvb,rfa1,2,0,1,2,31
v4i6xr9y,5157.0,0,36,9,NA,NA,NA,0,1.35,10,0,o4z5lkvb,rfa1,2,0,1,2,47
kmqof06k,5158.0,4,36,25,1,28,NA,0,3.75,10,0,o4z5lkvb,rfa1,2,0,1,2,51
yrzwbn94,5179.0,0,55,15,NA,NA,NA,0,2.25,10,0,o4z5lkvb,rfa1,3,0,1,2,72
zrjgik8d,5183.0,4,57,4,0,NA,NA,0,0.6,10,0,o4z5lkvb,rfa1,2,0,1,2,54
jyvafc9f,5181.0,0,25,25,NA,NA,NA,0,3.75,10,0,o4z5lkvb,rfa1,4,2,1,2,22
ovlk0v4k,5189.0,4,37,30,0,NA,NA,0,4.5,10,0,o4z5lkvb,rfa1,2,0,1,2,37
l7n9m6oc,5210.0,4,50,12,1,20,NA,0,1.8,10,0,o4z5lkvb,rfa1,1,0,1,1,43
74dtf8as,5216.0,0,31,25,NA,NA,NA,0,3.75,10,0,o4z5lkvb,rfa1,1,0,1,1,55
4caweu7i,5231.0,4,12,14,0,NA,NA,0,0,10,0,o4z5lkvb,rfa1,1,0,1,2,39
mfj5btkd,5230.0,0,57,64,NA,NA,NA,0,0,10,0,o4z5lkvb,rfa1,2,0,1,2,40
rtfw56ba,5236.0,4,44,14,0,NA,NA,0,2.1,10,0,o4z5lkvb,rfa1,5,0,1,2,32
q7vitv6s,5247.0,4,55,32,0,NA,NA,0,4.8,10,0,o4z5lkvb,rfa1,3,0,1,2,60
mpwr8que,5253.0,0,62,50,NA,NA,NA,0,7.5,10,0,o4z5lkvb,rfa1,1,0,1,1,44
s3lury62,5258.0,4,44,1,1,37,NA,0,0.15,10,0,o4z5lkvb,rfa1,1,1,1,1,25
gzul38cw,5260.0,0,43,50,NA,NA,NA,0,0,10,0,o4z5lkvb,rfa1,3,1,1,1,70
n7p4pe3w,5275.0,0,38,45,NA,NA,NA,0,0,10,0,o4z5lkvb,rfa1,5,2,1,1,36
u5lcm0ao,5285.0,4,41,31,1,29,NA,0,4.65,10,0,o4z5lkvb,rfa1,5,2,1,1,49
g04ryq2l,5296.0,0,52,20,NA,NA,NA,0,3,10,0,o4z5lkvb,rfa1,5,0,1,1,30
tbyb9p5i,5304.0,4,17,7,1,60,NA,1,1.05,10,0,o4z5lkvb,rfa1,2,1,1,1,55
nypsz1k8,5331.0,0,36,8,NA,NA,NA,0,1.2,10,0,o4z5lkvb,rfa1,2,0,1,2,23
81hjw8lj,5335.0,4,7,60,0,NA,NA,0,0,10,0,o4z5lkvb,rfa1,1,0,1,1,44
h39unum2,5350.0,4,25,8,1,20,NA,0,1.2,10,0,o4z5lkvb,rfa1,5,2,1,2,37
c34b13vi,5355.0,0,57,34,NA,NA,NA,0,5.1,10,0,o4z5lkvb,rfa1,2,0,1,2,30
uecqn2oa,5287.0,4,38,19,0,NA,NA,0,2.85,10,0,o4z5lkvb,rfa1,3,0,1,2,65
nmtvjlwp,5369.0,0,38,3,NA,NA,NA,0,0.45,10,0,o4z5lkvb,rfa1,1,1,1,2,53
id924pkw,5374.0,4,50,20,0,NA,NA,0,3,10,0,o4z5lkvb,rfa1,1,0,1,1,43
pt13o700,5380.0,0,21,20,NA,NA,NA,0,3,10,0,o4z5lkvb,rfa1,2,1,1,1,34
q41ar1u4,5389.0,0,20,12,NA,NA,NA,0,1.8,10,0,o4z5lkvb,rfa1,3,0,1,1,65
dimik4eu,5391.0,4,16,31,0,NA,NA,0,0,10,0,o4z5lkvb,rfa1,5,2,1,2,27
hutitlgt,5398.0,0,59,7,NA,NA,NA,0,1.05,10,0,o4z5lkvb,rfa1,2,0,1,1,24
nebftjbt,5402.0,4,60,5,0,NA,NA,0,0.75,10,0,o4z5lkvb,rfa1,2,1,1,2,52
gnjwfl4a,5412.0,0,62,20,NA,NA,NA,0,3,10,0,o4z5lkvb,rfa1,1,0,1,2,37
wly5dj0g,5416.0,4,30,8,0,NA,NA,0,1.2,10,0,o4z5lkvb,rfa1,2,0,1,1,45
s35zmvo8,5429.0,0,6,5,NA,NA,NA,0,0.75,10,0,o4z5lkvb,rfa1,2,0,1,2,39
6xubh54x,5435.0,4,44,13,0,NA,NA,0,1.95,10,0,o4z5lkvb,rfa1,3,0,1,1,62
rvij01cd,5443.0,0,33,64,NA,NA,NA,0,0,10,0,o4z5lkvb,rfa1,2,0,1,1,44
2ikhekig,5452.0,4,11,13,0,NA,NA,0,0,10,0,o4z5lkvb,rfa1,2,1,1,1,42
a144qm25,5454.0,0,30,15,NA,NA,NA,0,2.25,10,0,o4z5lkvb,rfa1,2,0,1,2,40
hh0pwtg7,5463.0,4,19,40,0,NA,NA,0,0,10,0,o4z5lkvb,rfa1,2,0,1,1,29
hgzrx760,5470.0,0,10,6,NA,NA,NA,0,0.9,10,0,o4z5lkvb,rfa1,1,0,1,1,55
2064erjp,5484.0,0,20,23,NA,NA,NA,0,0,10,0,o4z5lkvb,rfa1,2,0,1,2,29
883ha5dr,5487.0,4,16,35,0,NA,NA,0,0,10,0,o4z5lkvb,rfa1,1,1,1,2,57
7na8w7m1,5490.0,0,6,30,NA,NA,NA,0,0,10,0,o4z5lkvb,rfa1,2,1,1,2,27
idjogc04,5495.0,4,24,18,0,NA,NA,0,2.7,10,0,o4z5lkvb,rfa1,1,0,1,1,75
uncr6ino,5501.0,0,9,30,NA,NA,NA,0,0,10,0,o4z5lkvb,rfa1,2,0,1,2,27
1qmevkro,5513.0,4,7,9,0,NA,NA,0,0,10,0,o4z5lkvb,rfa1,3,0,1,1,65
hb1bgxfa,5518.0,0,17,3,NA,NA,NA,0,0.45,10,0,o4z5lkvb,rfa1,2,1,1,2,25
a3noirk1,5532.0,0,41,40,NA,NA,NA,0,6,10,0,o4z5lkvb,rfa1,3,0,1,2,62
n7dxupux,5536.0,4,22,15,1,25,NA,0,2.25,10,0,o4z5lkvb,rfa1,1,0,1,1,62
wdpfoou8,5557.0,4,14,9,0,NA,NA,0,1.35,10,0,o4z5lkvb,rfa1,1,0,1,1,56
5gshwpv4,5564.0,0,59,41,NA,NA,NA,0,6.15,10,0,o4z5lkvb,rfa1,1,2,1,1,24
6vvmkrd8,5567.0,4,53,2,0,NA,NA,0,0.3,10,0,o4z5lkvb,rfa1,1,0,1,2,47
ju9uzefm,5574.0,0,34,12,NA,NA,NA,0,1.8,10,0,o4z5lkvb,rfa1,2,0,1,2,55
hbz8xd1i,5580.0,0,33,28,NA,NA,NA,0,4.2,10,0,o4z5lkvb,rfa1,3,0,1,1,71
vs3wuwzm,5597.0,4,51,10,1,25,NA,0,1.5,10,0,o4z5lkvb,rfa1,5,2,1,2,44
nfsroule,5622.0,0,8,25,NA,NA,NA,0,0,10,0,o4z5lkvb,rfa1,1,2,1,1,31
juzsr895,5646.0,4,25,25,0,NA,NA,0,3.75,10,0,o4z5lkvb,rfa1,4,0,1,1,23
h2z3124s,5650.0,0,19,22,NA,NA,NA,0,0,10,0,o4z5lkvb,rfa1,1,0,1,1,36
71lcmb12,5640.0,4,46,28,0,NA,NA,0,4.2,10,0,o4z5lkvb,rfa1,1,1,1,2,50
ifcdqq4b,5658.0,0,1,55,NA,NA,NA,0,0,10,0,o4z5lkvb,rfa1,1,1,1,2,25
bz2boz5g,5662.0,4,20,1,1,5,NA,1,0.15,10,0,o4z5lkvb,rfa1,5,1,1,2,45
7gu55ft9,5671.0,0,32,33,NA,NA,NA,0,0,10,0,o4z5lkvb,rfa1,1,0,1,1,45
me4fcmb8,5676.0,4,30,9,0,NA,NA,0,1.35,10,0,o4z5lkvb,rfa1,1,0,1,1,48
b1ipko7z,5683.0,0,61,12,NA,NA,NA,0,1.8,10,0,o4z5lkvb,rfa1,1,0,1,1,46
84upjnjm,5679.0,4,36,34,0,NA,NA,0,5.1,10,0,o4z5lkvb,rfa1,2,0,1,2,46
qby9diza,5698.0,0,11,10,NA,NA,NA,0,1.5,10,0,o4z5lkvb,rfa1,1,0,1,2,55
vx97vxfi,5703.0,4,3,5,0,NA,NA,0,0,10,0,o4z5lkvb,rfa1,2,0,1,2,44
rw7z0lam,5704.0,4,30,31,0,NA,NA,0,0,10,0,o4z5lkvb,rfa1,2,2,1,1,39
7i1660qg,5726.0,0,7,64,NA,NA,NA,0,0,10,0,o4z5lkvb,rfa1,1,0,1,1,36
vjf5qv2y,5723.0,4,24,32,0,NA,NA,0,0,10,0,o4z5lkvb,rfa1,2,0,1,1,27
mgkwzp24,5724.0,0,44,3,NA,NA,NA,0,0.45,10,0,o4z5lkvb,rfa1,1,0,1,2,45
uald0945,5739.0,4,13,20,1,27,NA,1,0,10,0,o4z5lkvb,rfa1,1,0,1,1,36
9og49xdq,5753.0,0,56,12,NA,NA,NA,0,1.8,10,0,o4z5lkvb,rfa1,3,0,1,1,67
xwk5sa29,5765.0,4,17,20,0,NA,NA,0,0,10,0,o4z5lkvb,rfa1,4,1,1,1,24
xgvwuzes,5755.0,0,30,54,NA,NA,NA,0,0,10,0,o4z5lkvb,rfa1,3,0,1,1,65
4fkkf8h2,5759.0,4,46,2,0,NA,NA,0,0.3,10,0,o4z5lkvb,rfa1,3,1,1,1,71
a2t7zzkn,5771.0,0,40,30,NA,NA,NA,0,4.5,10,0,o4z5lkvb,rfa1,2,0,1,1,30
ydvujw7l,5788.0,4,57,56,0,NA,NA,0,8.4,10,0,o4z5lkvb,rfa1,2,0,1,2,32
2z9rhhlq,5789.0,0,26,14,NA,NA,NA,0,2.1,10,0,o4z5lkvb,rfa1,1,0,1,2,39
ktt3zdxi,5806.0,0,46,32,NA,NA,NA,0,4.8,10,0,o4z5lkvb,rfa1,1,2,1,1,40
bi0cprjp,5826.0,4,2,1,0,NA,NA,0,0.15,10,0,o4z5lkvb,rfa1,2,1,1,2,24
1rh2re9n,5831.0,0,33,8,NA,NA,NA,0,1.2,10,0,o4z5lkvb,rfa1,1,0,1,1,42
ixkjv347,5842.0,4,31,40,0,NA,NA,0,0,10,0,o4z5lkvb,rfa1,2,1,1,1,26
s9go16bm,5868.0,0,40,12,NA,NA,NA,0,1.8,10,0,o4z5lkvb,rfa1,5,1,1,2,27
wvdtlays,5851.0,4,52,10,0,NA,NA,0,1.5,10,0,o4z5lkvb,rfa1,2,0,1,1,24
2gboew8o,5879.0,0,51,6,NA,NA,NA,0,0.9,10,0,o4z5lkvb,rfa1,3,0,1,1,67
87xii8vi,5898.0,0,1,21,NA,NA,NA,0,0,10,0,o4z5lkvb,rfa1,4,0,1,2,24
fya3ej8t,5902.0,4,22,8,0,NA,NA,0,1.2,10,0,o4z5lkvb,rfa1,1,0,1,2,33
5fy6p7le,5906.0,0,22,10,NA,NA,NA,0,1.5,10,0,o4z5lkvb,rfa1,5,0,1,2,51
yf3z3s8e,5916.0,4,2,32,1,32,NA,0,0,10,0,o4z5lkvb,rfa1,1,0,1,1,28
xvj5qbgy,5915.0,0,18,2,NA,NA,NA,0,0.3,10,0,o4z5lkvb,rfa1,1,0,1,2,46
kzh42pr1,5925.0,4,32,20,0,NA,NA,0,3,10,0,o4z5lkvb,rfa1,2,0,1,1,38
xsvurmph,5936.0,0,59,32,NA,NA,NA,0,4.8,10,0,o4z5lkvb,rfa1,2,0,1,1,33
wmuk7k9m,5933.0,4,35,7,0,NA,NA,0,1.05,10,0,o4z5lkvb,rfa1,5,1,1,2,30
5calkb8c,5955.0,4,56,12,0,NA,NA,0,1.8,10,0,o4z5lkvb,rfa1,2,0,1,1,53
ghulv99f,5945.0,0,43,9,NA,NA,NA,0,1.35,10,0,o4z5lkvb,rfa1,3,0,1,2,71
57p15sre,5967.0,4,52,10,0,NA,NA,0,1.5,10,0,o4z5lkvb,rfa1,2,0,1,2,41
o6mn275c,5997.0,0,10,8,NA,NA,NA,0,1.2,10,0,o4z5lkvb,rfa1,1,0,1,2,45
63b1j2nr,6002.0,4,34,45,0,NA,NA,0,0,10,0,o4z5lkvb,rfa1,2,1,1,1,37
umk22cww,6001.0,0,57,35,NA,NA,NA,0,5.25,10,0,o4z5lkvb,rfa1,5,0,1,1,52
pbku5lh6,6029.0,0,18,20,NA,NA,NA,0,0,10,0,o4z5lkvb,rfa1,2,0,1,1,52
ym4qffaa,6037.0,0,19,13,NA,NA,NA,0,1.95,10,0,o4z5lkvb,rfa1,2,1,1,1,38
bhgg3xgy,6035.0,4,46,3,0,NA,NA,0,0.45,10,0,o4z5lkvb,rfa1,3,2,1,2,60
vkuuielz,6039.0,0,40,60,NA,NA,NA,0,0,10,0,o4z5lkvb,rfa1,5,0,1,2,61
2fs4ai8s,6053.0,4,52,25,0,NA,NA,0,3.75,10,0,o4z5lkvb,rfa1,4,0,1,2,20
qtx7od7f,6051.0,0,61,25,NA,NA,NA,0,3.75,10,0,o4z5lkvb,rfa1,1,0,1,2,36
t7s0d5yf,6058.0,4,23,4,0,NA,NA,0,0.6,10,0,o4z5lkvb,rfa1,5,1,1,2,32
wj6ub4v2,6076.0,0,38,13,NA,NA,NA,0,1.95,10,0,o4z5lkvb,rfa1,2,0,1,1,48
ihcy1j9d,6081.0,0,19,18,NA,NA,NA,0,2.7,10,0,o4z5lkvb,rfa1,1,2,1,1,45
ngfgaqt4,6067.0,0,19,25,NA,NA,NA,0,0,10,0,o4z5lkvb,rfa1,2,0,1,2,31
5afa7ai2,6111.0,4,33,34,1,35,NA,0,0,10,0,o4z5lkvb,rfa1,3,0,1,2,67
rd7h03a9,6119.0,0,10,16,NA,NA,NA,0,0,10,0,o4z5lkvb,rfa1,2,0,1,2,37
aqny5d1w,6137.0,4,62,4,0,NA,NA,0,0.6,10,0,o4z5lkvb,rfa1,5,0,1,2,31
eozitt56,6118.0,0,4,20,NA,NA,NA,0,0,10,0,o4z5lkvb,rfa1,2,0,1,2,57
ag7i0tum,6115.0,4,28,7,0,NA,NA,0,1.05,10,0,o4z5lkvb,rfa1,3,0,1,1,58
dunnrizr,6148.0,0,22,22,NA,NA,NA,0,3.3,10,0,o4z5lkvb,rfa1,2,0,1,1,35
q0cj96fl,6153.0,4,48,3,1,3,NA,0,0.45,10,0,o4z5lkvb,rfa1,2,0,1,1,57
u2nmflng,6171.0,4,8,61,0,NA,NA,0,0,10,0,o4z5lkvb,rfa1,2,0,1,2,41
b3crvyad,6173.0,0,16,12,NA,NA,NA,0,1.8,10,0,o4z5lkvb,rfa1,1,2,1,1,44
5dp4m5fq,6184.0,0,61,30,NA,NA,NA,0,4.5,10,0,o4z5lkvb,rfa1,3,0,1,1,61
zy3vp321,6187.0,4,61,1,1,1,NA,1,0.15,10,0,o4z5lkvb,rfa1,2,2,1,1,42
5h026o63,6198.0,0,38,20,NA,NA,NA,0,3,10,0,o4z5lkvb,rfa1,2,2,1,1,37
sc2a9wkp,6204.0,0,7,18,NA,NA,NA,0,0,10,0,o4z5lkvb,rfa1,5,1,1,2,56
sdl24gvh,6225.0,0,24,42,NA,NA,NA,0,0,10,0,o4z5lkvb,rfa1,2,0,1,1,37
xo1918ke,6244.0,4,2,52,0,NA,NA,0,0,10,0,o4z5lkvb,rfa1,2,0,1,2,32
gpxh9jpx,6249.0,0,24,2,NA,NA,NA,0,0.3,10,0,o4z5lkvb,rfa1,5,1,1,2,51
fcquoka7,6256.0,4,22,15,0,NA,NA,0,2.25,10,0,o4z5lkvb,rfa1,2,0,1,2,39
xv1gkva7,6268.0,0,38,15,NA,NA,NA,0,2.25,10,0,o4z5lkvb,rfa1,2,0,1,1,37
x9as2kze,6269.0,4,45,13,0,NA,NA,0,1.95,10,0,o4z5lkvb,rfa1,1,0,1,1,45
umencojf,6272.0,0,9,30,NA,NA,NA,0,0,10,0,o4z5lkvb,rfa1,1,0,1,1,31
gn8buwuz,6275.0,4,22,36,0,NA,NA,0,0,10,0,o4z5lkvb,rfa1,3,0,1,1,66
nn3e2jrr,6280.0,0,64,61,NA,NA,NA,0,9.15,10,0,o4z5lkvb,rfa1,2,1,1,2,49
ohaqrk3l,6293.0,4,12,4,0,NA,NA,0,0.6,10,0,o4z5lkvb,rfa1,2,1,1,2,56
966fx05y,6298.0,0,40,25,NA,NA,NA,0,3.75,10,0,o4z5lkvb,rfa1,2,0,1,2,38
9dd1xciv,6297.0,4,62,55,0,NA,NA,0,8.25,10,0,o4z5lkvb,rfa1,3,0,1,2,62
jilmxdez,6304.0,0,47,4,NA,NA,NA,0,0.6,10,0,o4z5lkvb,rfa1,2,0,1,1,43
jufhotb7,6317.0,4,29,20,0,NA,NA,0,3,10,0,o4z5lkvb,rfa1,1,0,1,1,59
trhpjxp0,6333.0,0,21,51,NA,NA,NA,0,0,10,0,o4z5lkvb,rfa1,5,0,1,1,33
05fkd8s0,6337.0,4,36,50,0,NA,NA,0,0,10,0,o4z5lkvb,rfa1,2,0,1,2,53
f67ebeol,6359.0,4,45,57,0,NA,NA,0,0,10,0,o4z5lkvb,rfa1,1,0,1,1,54
hu00lop6,6360.0,0,26,42,NA,NA,NA,0,0,10,0,o4z5lkvb,rfa1,2,1,1,2,36
p7krazvh,6368.0,0,36,3,NA,NA,NA,0,0.45,10,0,o4z5lkvb,rfa1,2,0,1,1,44
w1xp496j,6388.0,4,45,19,1,50,NA,1,2.85,10,0,o4z5lkvb,rfa1,2,0,1,2,32
rdinv7o4,6396.0,0,32,20,NA,NA,NA,0,3,10,0,o4z5lkvb,rfa1,2,0,1,1,24
zybeyf1k,6412.0,4,57,2,0,NA,NA,0,0.3,10,0,o4z5lkvb,rfa1,1,0,1,1,50
6azyy38x,6420.0,4,6,10,1,15,NA,1,0,10,0,o4z5lkvb,rfa1,2,0,1,1,26
yqh7rmkr,6422.0,0,47,4,NA,NA,NA,0,0.6,10,0,o4z5lkvb,rfa1,2,0,1,1,38
bbi9sk8v,6432.0,4,42,28,0,NA,NA,0,4.2,10,0,o4z5lkvb,rfa1,2,0,1,2,35
ucyjxaw2,6435.0,0,50,16,NA,NA,NA,0,2.4,10,0,o4z5lkvb,rfa1,3,0,1,1,73
6xet0dqp,6454.0,4,57,8,0,NA,NA,0,1.2,10,0,o4z5lkvb,rfa1,2,0,1,1,58
ujzvsxdr,6456.0,0,10,22,NA,NA,NA,0,0,10,0,o4z5lkvb,rfa1,1,2,1,1,58
ddqveh7o,6469.0,4,44,13,0,NA,NA,0,1.95,10,0,o4z5lkvb,rfa1,2,2,1,2,42
v65wurpp,6472.0,0,51,10,NA,NA,NA,0,1.5,10,0,o4z5lkvb,rfa1,2,2,1,1,54
3r2zi571,6478.0,4,23,39,0,NA,NA,0,0,10,0,o4z5lkvb,rfa1,2,1,1,1,55
gsc53d71,6492.0,4,42,21,0,NA,NA,0,3.15,10,0,o4z5lkvb,rfa1,5,0,1,2,62
6us8dkjw,6490.0,0,57,5,NA,NA,NA,0,0.75,10,0,o4z5lkvb,rfa1,2,0,1,1,52
7yskcgt5,6499.0,0,3,29,NA,NA,NA,0,0,10,0,o4z5lkvb,rfa1,2,0,1,2,38
5prty0s6,6505.0,4,18,22,0,NA,NA,0,0,10,0,o4z5lkvb,rfa1,1,0,1,1,54
p6mdhsrb,6521.0,4,4,32,0,NA,NA,0,0,10,0,o4z5lkvb,rfa1,1,0,1,1,42
cp0dz3n1,6530.0,4,57,22,1,30,NA,0,3.3,10,0,o4z5lkvb,rfa1,2,2,1,1,42
h0492qn7,6544.0,0,12,16,NA,NA,NA,0,0,10,0,o4z5lkvb,rfa1,2,0,1,1,43
uqeo11op,6558.0,4,5,1,0,NA,NA,0,0.15,10,0,o4z5lkvb,rfa1,3,0,1,1,65
2gpyxawo,6573.0,4,59,14,0,NA,NA,0,2.1,10,0,o4z5lkvb,rfa1,3,0,1,1,63
w3ptvg0x,6603.0,0,7,7,NA,NA,NA,0,1.05,10,0,o4z5lkvb,rfa1,2,0,1,2,48
s2de2mi1,6608.0,4,51,14,0,NA,NA,0,2.1,10,0,o4z5lkvb,rfa1,3,0,1,2,62
hza9b79k,6610.0,0,57,32,NA,NA,NA,0,4.8,10,0,o4z5lkvb,rfa1,1,1,1,1,53
ygnc3c16,6622.0,4,9,11,1,30,NA,1,0,10,0,o4z5lkvb,rfa1,5,0,1,2,60
2f2dmmyo,6627.0,0,12,5,NA,NA,NA,0,0.75,10,0,o4z5lkvb,rfa1,2,0,1,2,27
xqmiw595,6614.0,0,47,6,NA,NA,NA,0,0.9,10,0,o4z5lkvb,rfa1,3,0,1,1,62
u4wkf6tu,6635.0,4,41,20,1,50,NA,0,3,10,0,o4z5lkvb,rfa1,2,0,1,1,39
q4481lz9,6640.0,0,23,20,NA,NA,NA,0,3,10,0,o4z5lkvb,rfa1,1,1,1,2,58
wb3axyre,6648.0,4,3,7,1,10,NA,0,0,10,0,o4z5lkvb,rfa1,3,0,1,1,63
ujlwse81,6647.0,0,25,28,NA,NA,NA,0,0,10,0,o4z5lkvb,rfa1,2,2,1,2,38
qcs01me7,6655.0,4,7,12,1,20,NA,1,0,10,0,o4z5lkvb,rfa1,3,0,1,1,64
zazihjab,6663.0,0,59,47,NA,NA,NA,0,7.05,10,0,o4z5lkvb,rfa1,2,1,1,1,34
1g7mcbc6,6671.0,4,43,32,1,40,NA,1,4.8,10,0,o4z5lkvb,rfa1,2,0,1,1,40
f34woayy,6665.0,0,17,38,NA,NA,NA,0,0,10,0,o4z5lkvb,rfa1,2,0,1,1,39
8xzbb5iv,6683.0,4,16,15,1,40,NA,0,2.25,10,0,o4z5lkvb,rfa1,1,0,1,1,56
1dw57stl,6697.0,0,31,40,NA,NA,NA,0,0,10,0,o4z5lkvb,rfa1,1,0,1,2,46
ojrqje8r,6694.0,4,13,23,0,NA,NA,0,0,10,0,o4z5lkvb,rfa1,5,1,1,2,56
cvijtb4h,6705.0,0,1,20,NA,NA,NA,0,0,10,0,o4z5lkvb,rfa1,1,1,1,1,40
g6jpwta0,6714.0,4,41,64,0,NA,NA,0,0,10,0,o4z5lkvb,rfa1,1,1,1,1,43
jc30c1h2,6726.0,0,41,7,NA,NA,NA,0,1.05,10,0,o4z5lkvb,rfa1,1,0,1,1,40
yuz8tjz8,6734.0,4,6,5,0,NA,NA,0,0.75,10,0,o4z5lkvb,rfa1,3,1,1,1,42
9tmnxiu9,6730.0,0,24,10,NA,NA,NA,0,1.5,10,0,o4z5lkvb,rfa1,3,0,1,2,75
fuipoqu4,6764.0,0,34,5,NA,NA,NA,0,0.75,10,0,o4z5lkvb,rfa1,3,0,1,1,59
ypboyq3h,6766.0,4,38,2,0,NA,NA,0,0.3,10,0,o4z5lkvb,rfa1,3,0,1,1,72
3qv37dlx,6783.0,0,17,23,NA,NA,NA,0,0,10,0,o4z5lkvb,rfa1,5,0,1,2,50
frzruaah,6511.0,0,64,10,NA,NA,NA,0,1.5,10,0,o4z5lkvb,rfa1,1,0,1,1,50
12jtmkps,6803.0,4,49,5,0,NA,NA,0,0.75,10,0,o4z5lkvb,rfa1,2,1,1,1,31
q0iawls0,6815.0,0,18,20,NA,NA,NA,0,0,10,0,o4z5lkvb,rfa1,1,0,1,1,31
